,index,SN,isDyn,isHqe,gain,resolution,dcr,pde,tts,amplitude,HV,PvsV,SvsN,risetime,falltime,fwhm,tts_ss
191,191,EA1362,1,0,10439100.0,0.25,11.9,25.13,6.31,6.49,1918.0,4.57,0.076,6.2,9.85,12.08,1.293248600134687
192,192,PA112F,0,1,10050200.0,0.32,10.9,28.95,9.4,7.58,1756.0,3.72,0.082,4.53,18.1,7.78,5.324411277333333
193,193,PA113F,0,1,10184500.0,0.27,23.8,26.18,10.0,8.61,1720.0,5.02,0.073,4.61,10.41,7.31,4.308531813977121
194,194,PA114F,0,1,10371700.0,0.37,34.9,33.56,8.75,25.33,1802.0,3.65,0.075,4.64,17.15,7.53,5.208913611993528
195,195,EA1166,1,0,10275300.0,0.27,27.2,24.0,6.94,6.68,2000.0,4.39,0.07,5.8,11.05,11.55,0.8299612988113754
196,196,PA115F,0,1,10681700.0,0.36,39.7,29.27,9.94,5.0,1840.0,2.89,0.069,4.63,18.08,7.8,5.23346998032598
197,197,PA116F,0,1,9983860.0,0.34,26.9,31.0,8.61,7.78,1732.0,2.9,0.079,4.55,11.47,7.46,5.188603326294519
198,198,EA1349,1,0,9933080.0,0.27,31.3,24.6,6.66,6.26,1919.0,3.42,0.091,5.39,10.23,11.31,1.086190833435519
199,199,PA117F,0,1,10938600.0,0.37,52.6,30.55,10.09,7.84,1928.0,2.52,0.075,4.4,17.74,7.93,5.769164132031021
200,200,PA118F,0,1,10353200.0,0.34,54.9,32.7,10.07,8.06,1841.0,3.27,0.08,4.63,11.89,7.64,5.261877004906011
201,201,PA119F,0,1,10205300.0,0.33,36.0,35.63,9.17,7.55,1749.0,2.82,0.078,4.63,17.77,7.75,5.173064073671582
202,202,EA1043,1,0,10301700.0,0.26,44.6,28.84,6.52,6.59,1919.0,4.6,0.069,6.39,10.56,11.98,0.461445405533616
203,203,PA120F,0,1,9573010.0,0.3,30.2,36.14,9.09,7.25,1787.0,4.47,0.079,4.64,18.01,7.83,5.133763168199452
204,204,PA121F,0,1,10847000.0,0.35,45.8,33.96,9.53,8.21,1781.0,3.12,0.07,4.6,17.85,7.63,4.792496402999891
205,205,EA1275,1,0,10151100.0,0.26,14.3,26.48,5.91,5.78,1628.0,4.84,0.077,7.67,8.68,11.45,0.980468594320622
206,206,PA122F,0,1,9652350.0,0.31,46.3,35.29,10.33,7.06,1811.0,3.71,0.093,5.95,17.98,7.86,4.305612522351117
207,207,PA123F,0,1,10160100.0,0.34,10.1,26.81,8.89,8.08,1796.0,3.02,0.076,4.61,11.52,7.21,5.354473520846108
208,208,PA1712-1545,0,0,10401800.0,0.33,16.6,27.38,8.56,8.45,1750.0,3.38,0.075,4.54,11.11,7.22,5.0675625227680605
209,209,EA0620,1,0,10463400.0,0.27,13.9,26.03,6.29,6.12,1705.0,4.61,0.079,6.97,10.14,11.72,1.1368170100530668
210,210,PA1803-1297,0,0,10470400.0,0.35,34.5,29.02,9.35,7.76,1762.0,4.16,0.079,4.63,17.34,7.49,5.054635865200155
211,211,PA124F,0,1,10390800.0,0.35,28.4,32.37,8.07,7.16,1784.0,3.1,0.072,4.74,18.25,7.86,4.583174520288192
212,212,EA0984,1,0,10400300.0,0.27,47.6,30.44,6.57,6.74,1993.0,3.68,0.077,6.1,9.39,11.62,0.8425261962655429
213,213,PA125F,0,1,10002400.0,0.33,28.8,28.25,10.83,8.23,1904.0,4.06,0.077,4.36,11.19,7.33,4.320928060502253
214,214,PA126F,0,1,10220000.0,0.33,16.7,31.65,9.47,5.89,1815.0,3.93,0.077,4.62,18.22,7.68,5.410088153298447
215,215,PA1710-1496,0,0,10124500.0,0.32,30.7,29.0,9.42,5.05,1777.0,3.63,0.072,4.51,18.0,7.61,4.670272339980804
216,216,EA1109,1,0,10383000.0,0.3,13.1,25.15,6.88,6.3,2105.0,3.51,0.077,5.55,10.56,11.65,1.1405744314248376
217,217,PA127F,0,1,10321100.0,0.36,11.9,28.95,8.61,7.05,1811.0,3.65,0.072,4.73,18.27,8.37,5.512552983937114
218,218,PA128F,0,1,10082200.0,0.34,14.7,33.96,9.76,7.37,1907.0,3.45,0.074,4.46,17.79,7.51,5.010559994626685
219,219,EA1044,1,0,10236700.0,0.26,17.4,31.28,5.98,6.3,1858.0,4.81,0.073,7.01,10.2,11.67,1.3438626214751328
220,220,PA129F,0,1,9885560.0,0.36,50.0,36.66,10.89,7.22,1894.0,3.03,0.077,4.7,18.33,7.99,2.971760492778849
221,221,PA130F,0,1,10700000.0,0.3,22.0,25.61,8.59,8.84,1722.0,5.92,0.071,4.52,16.8,7.62,5.174915762655885
222,222,PA1708-1201,0,0,9594750.0,0.38,29.9,27.42,10.08,9.42,1778.0,3.46,0.076,4.56,10.21,6.95,5.599853053446923
223,223,EA0641,1,0,10581400.0,0.26,23.6,31.93,6.09,6.45,1986.0,3.6,0.073,6.46,10.68,11.84,1.0282278654864627
224,224,PA131F,0,1,9730000.0,0.33,11.5,26.0,13.57,7.17,1749.0,3.41,0.073,4.46,17.79,7.94,5.192330880913504
225,225,PA132F,0,1,10400000.0,0.3,58.5,26.93,7.6,7.36,1812.0,4.83,0.07,4.64,18.71,7.82,4.813082509036336
226,226,EA1219,1,0,10161600.0,0.31,13.9,25.62,6.8,6.34,1770.0,3.15,0.073,7.22,10.27,12.01,0.8194062145301015
227,227,PA133F,0,1,10100000.0,0.33,14.6,28.72,8.23,8.15,1805.0,2.99,0.075,4.48,11.45,7.29,5.065614622468469
228,228,PA134F,0,1,10800000.0,0.35,24.4,29.95,8.13,7.76,1809.0,3.67,0.07,4.45,18.16,7.85,5.034604614865762
229,229,PA135F,0,1,9820000.0,0.31,54.9,32.02,8.62,7.29,1700.0,6.07,0.074,4.54,10.19,7.59,5.294018116550538
230,230,EA1125,1,0,10160800.0,0.26,15.8,25.0,6.74,5.91,1651.0,4.14,0.072,6.58,11.05,12.34,1.1011291675888968
231,231,PA136F,0,1,10200000.0,0.31,14.1,30.54,9.6,9880000000.0,1865.0,3.58,0.075,3.98,11.79,7.54,5.747582305541019
232,232,PA137F,0,1,9650000.0,0.38,30.1,31.4,9.06,6.68,1761.0,2.82,0.079,4.1,18.31,7.89,5.081543776153797
233,233,EA0940,1,0,10316800.0,0.28,18.9,24.0,6.38,6.64,2102.0,4.41,0.077,4.86,9.43,11.75,1.2376812884888064
234,234,PA1710-1394,0,0,10932200.0,0.32,36.8,29.97,8.94,8.56,1735.0,3.37,0.081,4.84,16.76,7.62,5.174915762655885
235,235,PA138F,0,1,10300000.0,0.3,15.8,25.02,8.98,8.15,1807.0,3.87,0.071,4.54,12.48,7.57,5.0887588882587185
236,236,PA139F,0,1,10300000.0,0.28,22.5,33.0,8.55,7.0,1749.0,4.61,0.07,4.59,18.66,8.15,4.2061811220668766
237,237,EA0366,1,0,10527400.0,0.26,29.7,32.81,6.52,6.5,1812.0,4.44,0.068,7.03,10.03,12.04,1.2844654254814285
238,238,PA140F,0,1,10100000.0,0.36,52.5,30.25,10.0,6.88,1814.0,4.49,0.075,4.62,18.86,8.06,4.355406943734107
239,239,PA1712-1076,0,0,11076900.0,0.39,22.2,27.41,9.21,8.06,1788.0,3.62,0.065,4.51,17.06,7.79,4.998245817474519
240,240,EA0216,1,0,10407500.0,0.29,16.6,26.2,6.14,6.69,2000.0,3.21,0.072,6.28,9.97,11.77,1.3038239121017012
241,241,PA141F,0,1,9990000.0,0.35,13.4,33.73,10.2,6.69,1785.0,2.69,0.074,4.38,17.53,7.36,5.44449164444018
242,242,PA142F,0,1,10500000.0,0.26,25.0,30.93,7.95,7.46,1810.0,3.61,0.07,4.51,18.38,7.39,5.375080635404416
243,243,PA143F,0,1,10400000.0,0.3,53.1,35.0,12.39,7.18,1744.0,4.93,0.075,5.07,18.52,7.91,5.326753561968933
244,244,EA0412,1,0,10191800.0,0.31,21.0,25.82,7.0,6.35,1901.0,3.82,0.076,6.25,10.13,11.81,1.1154045958663985
245,245,PA144F,0,1,10400000.0,0.39,11.1,26.06,8.12,6.78,1758.0,4.11,0.07,4.55,19.22,8.9,5.256642252742338
246,246,PA145F,0,1,9750000.0,0.37,24.8,33.31,8.15,7.08,1696.0,4.4,0.075,4.58,15.06,7.88,5.385377892837845
247,247,EA0320,1,0,9972790.0,0.26,13.6,25.59,5.99,6.52,1867.0,7.26,0.078,6.63,9.65,11.31,0.6413912935909771
248,248,PA1801-1516,0,0,11295300.0,0.36,36.8,28.33,8.17,9.25,2023.0,5.4,0.066,4.5,11.32,7.15,5.202346342015879
249,249,PA146F,0,1,10100000.0,0.3,22.5,31.01,8.15,7.82,1728.0,4.21,0.077,4.46,11.54,7.38,5.220594571921652
250,250,PA147F,0,1,10700000.0,0.28,53.5,32.27,8.3,8.36,1829.0,4.99,0.074,4.3,17.44,7.41,4.92803461774789
251,251,EA1359,1,0,10253300.0,0.27,15.1,25.1,6.93,6.47,1827.0,3.72,0.075,5.39,10.63,11.59,1.0071129478732794
252,252,PA148F,0,1,11000000.0,0.3,30.1,32.0,8.18,8.48,1784.0,5.18,0.063,4.42,18.21,7.79,5.007737929365981
253,253,PA149F,0,1,10400000.0,0.28,31.5,30.73,10.55,7.71,1945.0,4.23,0.07,4.47,18.51,7.39,4.932469373524337
254,254,EA0333,1,0,10350700.0,0.26,15.4,24.1,5.68,6.63,1939.0,4.27,0.07,5.52,10.43,11.85,0.6567974361706348
255,255,PA150F,0,1,9980000.0,0.32,46.4,35.09,11.66,7.01,1775.0,3.98,0.073,4.58,18.88,8.07,5.4527539652974015
256,256,PA151F,0,1,10100000.0,0.27,27.6,32.13,8.13,5.09,1800.0,5.02,0.075,4.55,13.33,12.83,5.2148366400484045
257,257,PA152F,0,1,9870000.0,0.33,28.4,33.45,9.82,7.25,1734.0,2.85,0.076,4.58,17.57,7.39,4.493530434616482
258,258,EA0321,1,0,10463400.0,0.25,13.1,25.76,5.98,6.49,1693.0,3.53,0.075,6.87,10.57,12.17,1.0828765137963599
259,259,PA153F,0,1,10000000.0,0.3,39.8,35.71,10.22,9.13,1780.0,4.25,0.072,4.47,9.28,7.2,4.854393193783547
260,260,PA154F,0,1,10500000.0,0.34,23.1,32.18,9.85,8.09,1759.0,3.73,0.071,4.8,17.24,7.72,5.163827986648487
261,261,EA0736,1,0,10584700.0,0.25,19.3,26.04,7.09,6.91,2122.0,3.87,0.072,6.16,9.89,11.69,1.1124120245771916
262,262,PA155F,0,1,10200000.0,0.38,21.5,33.44,9.69,7.14,1885.0,3.01,0.076,7.18,18.43,7.78,4.831047040580744
263,263,PA156F,0,1,10100000.0,0.32,22.0,30.12,10.9,7.6,1780.0,4.13,0.074,4.53,18.39,7.79,5.248830458193182
264,264,PA157F,0,1,10100000.0,0.38,8.6,32.32,9.4,7.84,1744.0,4.33,0.071,4.51,18.05,7.59,5.357462415355918
265,265,EA1314,1,0,10276800.0,0.3,14.5,25.28,6.75,4.8,1733.0,3.58,0.072,7.14,9.49,11.66,1.069479485313365
266,266,PA158F,0,1,10200000.0,0.35,18.6,28.38,10.43,8.04,1747.0,4.69,0.073,4.57,17.92,7.57,5.529751050258861
267,267,PA159F,0,1,10300000.0,0.33,51.3,31.81,7.52,7.45,1788.0,3.16,0.075,4.61,17.96,7.62,4.61711508717353
268,268,EA1386,1,0,9898090.0,0.27,18.3,26.35,6.83,6.96,1992.0,3.89,0.078,5.64,10.09,11.14,1.3784085303567108
269,269,PA160F,0,1,10100000.0,0.32,35.5,32.32,10.47,7.23,1796.0,3.26,0.073,4.59,18.43,7.93,5.248361708890867
270,270,PA161F,0,1,10400000.0,0.36,33.6,32.24,10.72,7.66,1778.0,4.64,0.07,9880000000.0,18.82,7.81,5.338214446698729
271,271,PA162F,0,1,10000000.0,0.39,21.1,29.71,10.29,7.16,1834.0,3.51,0.071,4.63,17.61,7.6,5.580287181540595
272,272,EA0733,1,0,10389000.0,0.23,19.7,26.62,6.52,6.11,1548.0,4.76,0.07,7.8,10.49,12.18,1.2346487444745329
273,273,PA163F,0,1,10100000.0,0.33,48.6,33.28,8.28,7.48,1776.0,5.23,0.077,4.52,17.03,7.71,5.650176154655048
274,274,PA164F,0,1,10800000.0,0.27,10.0,34.5,8.84,5.05,1833.0,5.49,0.068,4.48,17.87,7.66,5.0705287858480155
275,275,PA165F,0,1,10400000.0,0.3,22.3,36.78,14.53,7.55,1790.0,4.38,0.073,4.35,17.94,7.72,5.082299435531723
276,276,EA1282,1,0,10380000.0,0.25,11.9,24.0,5.88,5.74,1731.0,4.06,0.072,6.77,10.45,11.97,1.936963103280256
277,277,PA166F,0,1,9910000.0,0.34,18.4,31.41,10.8,6.93,1757.0,4.32,0.074,4.57,18.71,8.14,4.891613126427187
278,278,PA167F,0,1,10800000.0,0.33,20.0,32.39,11.76,7.69,1729.0,2.61,0.071,4.54,18.62,7.68,5.578893188933085
279,279,EA0664,1,0,9884110.0,0.31,13.5,25.16,6.1,6.14,1593.0,3.25,0.076,7.39,10.37,11.54,1.0316681852550553
280,280,PA168F,0,1,10200000.0,0.33,23.2,30.69,7.55,7.22,1829.0,5.03,0.073,4.6,18.69,8.13,5.562889242806684
281,281,PA169F,0,1,10200000.0,0.3,7.3,27.64,12.45,8.56,1851.0,4.34,0.071,4.53,9.81,7.39,5.211154600825609
282,282,PA170F,0,1,10400000.0,0.29,31.8,30.86,7.66,8.65,1766.0,5.84,0.073,4.43,11.22,7.05,5.223695892163469
283,283,EA1263,1,0,10334900.0,0.26,13.5,24.5,5.8,6.41,1733.0,4.87,0.071,6.64,10.5,12.27,1.4444511258284805
284,284,PA1708-1661,0,0,10501700.0,0.28,37.5,29.65,9.77,7.9,1737.0,3.58,0.076,4.54,17.08,7.73,4.725296991274015
285,285,PA171F,0,1,10700000.0,0.32,29.7,27.34,9.94,8.79,1769.0,2.95,0.068,4.51,18.42,7.88,5.43313722646817
286,286,EA0681,1,0,10049800.0,0.27,26.0,30.33,8.11,6.76,2047.0,4.49,0.08,5.99,10.93,11.63,0.7943569767829919
287,287,PA172F,0,1,10000000.0,0.38,36.9,28.45,11.33,7.16,1900.0,4.25,0.074,4.66,18.56,7.86,5.645089272985413
288,288,PA173F,0,1,10100000.0,0.34,35.9,32.79,11.16,7.47,1803.0,2.82,0.073,4.52,18.29,7.58,5.561482883041395
289,289,PA174F,0,1,10200000.0,0.32,44.9,34.39,9.02,6.86,1762.0,3.3,0.075,4.55,18.27,7.72,5.061622041318783
290,290,EA0514,1,0,10350400.0,0.28,20.6,30.91,6.59,6.52,1704.0,3.66,0.077,7.45,9.96,11.78,1.3469620931904642
291,291,PA175F,0,1,10500000.0,0.31,17.6,37.44,9.14,8.55,1791.0,4.13,0.072,4.54,10.2,7.23,5.433415803060461
292,292,PA176F,0,1,10700000.0,0.26,40.0,33.98,9.64,7.18,1758.0,6.03,0.069,4.59,19.07,8.22,4.853577205492972
293,293,EA0730,1,0,10778200.0,0.33,13.7,24.0,6.24,6.56,2038.0,6.0,0.068,5.66,10.98,11.69,1.4428774563216227
294,294,PA177F,0,1,11000000.0,0.32,15.0,34.15,10.37,5.07,1764.0,3.51,0.067,4.56,19.16,8.37,6.004465705463515
295,295,PA178F,0,1,9920000.0,0.35,57.2,30.71,10.41,6.94,1785.0,3.29,0.079,4.82,18.35,7.98,5.119017384997018
296,296,PA179F,0,1,10500000.0,0.33,39.8,33.33,9.03,7.15,1943.0,3.09,0.069,3.98,18.2,8.34,4.860366949367832
297,297,EA0438,1,0,9979960.0,0.29,24.9,25.9,5.65,6.31,1724.0,3.79,0.076,6.96,10.02,11.9,1.0476817801467218
298,298,PA180F,0,1,10000000.0,0.35,34.1,33.31,8.93,7.87,1924.0,3.4,0.079,4.61,18.1,7.8,5.299623067579904
299,299,PA181F,0,1,10600000.0,0.35,23.6,29.12,9.37,4.71,1749.0,3.54,0.073,4.49,10.38,7.16,5.291238586712623
300,300,EA0649,1,0,10382800.0,0.26,9.9,25.1,6.11,6.67,1644.0,4.12,0.07,6.96,10.38,11.38,1.2321536646067037
301,301,PA182F,0,1,10200000.0,0.3,13.7,30.4,9.57,7.45,1779.0,4.33,0.075,4.16,18.02,7.72,5.741716397862916
302,302,PA183F,0,1,10000000.0,0.35,39.1,30.96,9.93,7.54,1792.0,3.67,0.073,4.54,18.06,7.88,39.48438625331034
303,303,PA184F,0,1,11100000.0,0.3,58.7,32.97,8.42,7.26,1781.0,3.01,0.067,4.59,19.0,8.57,4.790073336469774
304,304,EA0507,1,0,10265700.0,0.25,9.9,24.1,5.34,6.44,1784.0,6.35,0.067,5.58,10.87,11.59,1.0132870281566035
305,305,PA185F,0,1,10100000.0,0.3,51.2,32.25,16.14,7.59,1779.0,3.09,0.076,4.5,18.01,7.74,4.904857933160572
306,306,PA1708-1116,0,0,10813700.0,0.32,17.6,27.62,8.64,7.95,1775.0,3.87,0.066,4.41,11.91,7.56,5.369001909439122
307,307,EA1763,1,0,9976760.0,0.28,22.5,24.6,6.48,6.29,1881.0,4.05,0.078,6.18,10.46,11.87,0.46516204755490936
308,308,PA186F,0,1,10000000.0,0.29,26.2,30.48,9.53,7.15,1826.0,5.01,0.074,4.44,18.51,7.87,5.171596307674375
309,309,PA187F,0,1,9790000.0,0.3,40.0,34.95,11.2,7.89,1733.0,4.12,0.079,4.72,23.92,7.61,5.330888845376283
310,310,PA188F,0,1,10100000.0,0.3,10.3,34.31,9.95,8.02,1755.0,4.03,0.073,4.11,17.77,7.39,4.438745873538652
311,311,EA1173,1,0,10089600.0,0.27,12.8,24.5,5.56,6.29,1533.0,3.3,0.072,7.53,11.25,12.12,1.2237964707484763
312,312,PA189F,0,1,10700000.0,0.33,16.9,30.29,8.58,8.52,1952.0,3.79,0.071,4.56,17.64,7.49,5.146802717860943
313,313,PA190F,0,1,10200000.0,0.34,41.1,31.13,8.01,6.73,1784.0,4.72,0.075,4.59,18.89,8.27,5.264902281616409
314,314,EA0737,1,0,10439000.0,0.28,18.5,24.5,5.94,6.42,1596.0,4.01,0.08,7.32,10.64,11.79,1.184215399570089
315,315,PA191F,0,1,10300000.0,0.27,18.6,24.6,8.67,7.53,1771.0,4.72,0.073,4.51,18.13,7.85,5.727156129208506
316,316,PA192F,0,1,10500000.0,0.37,30.2,32.08,7.94,7.28,1773.0,2.76,0.07,4.11,18.95,8.17,4.954463578811368
317,317,PA193F,0,1,10000000.0,0.37,54.2,30.57,10.97,7.06,1768.0,3.36,0.075,4.59,18.32,7.83,4.996891352811295
318,318,EA0568,1,0,9820420.0,0.29,15.6,24.4,6.17,6.36,2102.0,3.34,0.091,6.53,9.57,11.85,1.1311726830681117
319,319,PA194F,0,1,10100000.0,0.29,22.1,30.66,8.98,6.99,1787.0,3.92,0.073,4.53,18.34,8.01,5.2527561252410075
320,320,PA195F,0,1,10100000.0,0.33,13.7,30.18,8.41,7.31,1754.0,4.05,0.074,4.44,18.1,7.89,5.458717228768309
321,321,EA0938,1,0,10760600.0,0.3,11.8,25.0,4.83,6.64,1896.0,4.47,0.07,6.34,10.07,11.45,1.3278946544433385
322,322,PA196F,0,1,10200000.0,0.32,12.8,29.83,9.36,7.09,1785.0,3.7,0.071,4.66,19.15,7.76,5.418781425192173
323,323,PA197F,0,1,10800000.0,0.32,21.5,29.16,10.17,7.25,1749.0,4.22,0.075,4.92,18.92,8.02,4.959041372984535
324,324,PA198F,0,1,10100000.0,0.28,34.4,32.52,10.08,4.23,1841.0,4.45,0.076,4.86,17.19,7.71,5.18413869437557
325,325,EA1142,1,0,10411800.0,0.28,14.5,24.2,6.85,7.03,2005.0,3.3,0.07,6.61,10.03,11.73,0.802005426633499
326,326,PA199F,0,1,10700000.0,0.33,22.7,28.5,12.85,7.94,1813.0,3.1,0.073,4.49,17.04,7.58,5.229403390011449
327,327,PA1709-1231,0,0,10373900.0,0.31,49.1,29.52,10.12,6.8,1788.0,4.98,0.074,4.45,18.98,8.1,6.073297056243221
328,328,EA1378,1,0,10414600.0,0.26,13.9,25.9,5.53,6.61,1875.0,3.56,0.081,6.31,9.57,11.4,0.4479104526970588
329,329,PA1707-1528A,0,0,10023900.0,0.31,21.1,27.5,7.86,7.46,1863.0,3.6,0.073,4.65,17.96,7.84,5.2375164699618235
330,330,PA200F,0,1,10600000.0,0.34,5.2,30.52,12.59,9.59,1787.0,3.16,0.072,4.53,10.47,7.16,5.296378952072155
331,331,PA201F,0,1,10500000.0,0.32,41.6,28.84,7.6,7.11,1719.0,2.95,0.074,2.44,18.18,8.14,5.570418380532993
332,332,EA0522,1,0,10641900.0,0.27,12.5,24.98,5.81,6.88,2035.0,3.71,0.071,5.83,10.02,11.5,0.9799234079499101
333,333,PA1707-1710B,0,0,10285000.0,0.29,14.8,27.23,8.82,7.44,1678.0,4.01,0.071,4.64,18.05,7.75,5.2225469383718215
334,334,PA202F,0,1,10600000.0,0.3,3.8,33.08,8.7,8.36,1770.0,3.51,0.071,4.69,17.95,7.56,5.232685068679892
335,335,EA1534,1,0,9709540.0,0.31,13.1,24.3,6.97,5.86,1823.0,2.65,0.085,5.8,11.22,12.13,0.7365325475519613
336,336,PA203F,0,1,10500000.0,0.36,29.3,29.76,7.49,7.92,1932.0,4.86,0.071,4.43,18.49,7.56,4.51081085134364
337,337,PA204F,0,1,10400000.0,0.28,16.5,32.74,8.5,8.23,1835.0,6.0,0.071,4.59,9.74,7.29,5.741201150080777
338,338,PA1712-1685,0,0,10631100.0,0.3,21.7,27.44,10.23,7.67,1712.0,4.57,0.071,4.39,18.11,8.04,5.734266609495282
339,339,EA1146,1,0,10268400.0,0.33,13.3,24.7,5.72,6.14,1868.0,3.5,0.073,6.97,10.37,11.97,0.9063772694283241
340,340,PA205F,0,1,10900000.0,0.35,13.4,29.3,8.51,7.59,1953.0,6.14,0.067,4.74,18.7,7.99,4.085515470438264
341,341,PA206F,0,1,10700000.0,0.3,13.1,25.21,8.14,8.56,1819.0,4.12,0.072,4.65,10.78,7.39,5.106051407942791
342,342,EA1831,1,0,10036400.0,0.31,18.7,28.05,6.99,6.59,1978.0,4.05,0.086,6.86,10.82,12.21,1.039900844513204
343,343,PA207F,0,1,9830000.0,0.29,15.6,33.22,7.36,7.53,1811.0,4.32,0.075,4.41,18.04,7.48,4.8033584097639075
344,344,PA208F,0,1,9760000.0,0.33,49.6,32.3,8.6,9.21,1748.0,2.91,0.074,4.54,10.26,7.08,4.398302970483206
345,345,PA209F,0,1,9870000.0,0.34,20.5,30.63,12.47,9880000000.0,1858.0,3.3,0.082,4.58,9.99,6.84,4.741533381418122
346,346,EA1192,1,0,10033600.0,0.26,6.7,27.54,6.12,6.03,1636.0,3.67,0.074,7.51,10.49,12.85,1.0856545735013952
347,347,PA210F,0,1,9620000.0,0.35,19.0,27.07,8.45,7.27,1811.0,3.24,0.078,4.66,18.13,7.6,5.578688428239774
348,348,PA211F,0,1,10800000.0,0.34,48.0,27.78,9.08,7.36,1752.0,4.16,0.072,4.53,18.13,7.91,4.951235567129136
349,349,EA0688,1,0,10392400.0,0.26,13.0,26.42,6.69,5.62,1945.0,3.87,0.073,5.53,10.61,11.95,1.2113214885843615
350,350,PA212F,0,1,10400000.0,0.36,25.3,31.2,9.59,7.51,1757.0,3.32,0.076,4.8,11.05,7.54,5.797643797197829
351,351,PA213F,0,1,10700000.0,0.34,55.6,31.97,8.77,7.76,1864.0,3.31,0.07,4.53,17.85,8.02,5.480418324381003
352,352,PA214F,0,1,10200000.0,0.3,29.6,27.96,9.73,9.57,1868.0,4.35,0.083,4.51,8.94,6.7,5.568961817729994
353,353,EA0655,1,0,10255100.0,0.32,12.7,28.96,6.11,6.35,2058.0,3.44,0.07,6.83,10.8,12.23,1.2534161733082037
354,354,PA215F,0,1,10187100.0,0.34,55.1,29.16,9.4,9876540000.0,1862.0,3.34,0.077,3.71,18.98,7.85,5.288912738554994
355,355,PA216F,0,1,10009200.0,0.3,28.8,30.56,10.37,9.0,1837.0,3.18,0.074,4.34,10.98,7.04,3.662505385933698
356,356,PA217F,0,1,10373600.0,0.35,23.7,33.73,8.85,7.53,1745.0,4.18,0.071,2.98,17.95,7.99,5.060000393379035
357,357,EA0346,1,0,10068500.0,0.32,37.8,30.3,6.76,6.37,2228.0,3.21,0.074,6.72,9.72,11.78,1.0798434851877847
358,358,PA218F,0,1,10098900.0,0.33,14.8,27.52,9.07,8.08,1825.0,3.94,0.072,4.59,17.21,7.3,5.895987413181468
359,359,PA219F,0,1,10366600.0,0.31,23.8,29.53,9.37,7.58,1829.0,4.01,0.069,4.17,17.56,7.82,5.649205255427174
360,360,EA0526,1,0,10312800.0,0.27,29.3,28.26,6.73,6.43,1749.0,5.66,0.071,6.52,10.71,12.2,1.1753807956202542
361,361,PA220F,0,1,10054500.0,0.33,15.6,30.37,8.72,5.7,1822.0,3.67,0.072,0.7,19.11,8.5,5.758895179200513
362,362,PA221F,0,1,10353500.0,0.31,46.8,29.6,9.08,7.17,1753.0,3.58,0.077,3.5,18.1,7.87,5.83230267588348
363,363,PA222F,0,1,10297100.0,0.31,11.6,24.9,10.43,9.36,1785.0,4.09,0.072,4.52,9.31,6.93,4.502794840840311
364,364,EA0478,1,0,10271600.0,0.3,8.5,27.51,5.29,5.86,1838.0,3.02,0.072,7.19,10.46,11.88,1.3213509852326413
365,365,PA223F,0,1,10448700.0,0.26,16.7,24.7,7.67,8.12,1813.0,8.26,0.071,4.47,17.42,7.4,4.976707695170441
366,366,PA224F,0,1,9941450.0,0.3,9.2,25.4,8.06,7.71,1740.0,3.26,0.075,4.42,18.94,7.7,4.208593621491995
367,367,EA0485,1,0,10155200.0,0.28,12.7,30.7,5.92,6.3,1672.0,4.3,0.073,7.04,10.39,12.4,1.251336631070524
368,368,PA1801-1062,0,0,10815900.0,0.33,44.7,28.18,9.06,7.59,1732.0,3.61,0.076,4.48,16.71,7.64,5.097922599861944
369,369,PA1705-185,0,0,10387300.0,0.36,29.0,27.56,9.37,9876540000.0,1690.0,2.92,0.071,4.63,11.65,7.98,4.954253049491464
370,370,PA225F,0,1,10098500.0,0.28,12.9,24.7,9.24,7.98,1852.0,8.84,0.073,3.63,12.14,7.62,4.725296991274015
371,371,EA0358,1,0,10117000.0,0.27,15.6,29.43,6.67,5.97,1735.0,4.51,0.083,6.8,10.72,12.15,1.2921485656093068
372,372,PA226F,0,1,9878900.0,0.31,10.1,24.0,7.47,6.46,1806.0,3.66,0.075,4.51,19.57,7.79,5.780019907703216
373,373,PA227F,0,1,10713800.0,0.37,35.4,32.41,10.1,7.87,1737.0,3.97,0.072,4.54,18.15,7.75,4.324862535736343
374,374,EA0441,1,0,10488800.0,0.29,9.9,29.23,6.73,6.5,2052.0,5.28,0.079,5.77,11.3,11.52,0.6596466733657179
375,375,PA228F,0,1,9894410.0,0.38,17.7,29.48,11.06,6.1,1736.0,4.11,0.086,9876540000.0,19.29,8.42,5.5989761916526115
376,376,PA229F,0,1,10776800.0,0.34,13.2,30.86,8.29,8.11,1890.0,2.6,0.078,4.5,17.94,7.5,5.536198575337742
377,377,PA230F,0,1,10208700.0,0.35,28.2,29.64,6.37,5.1,1756.0,3.98,0.086,7.08,18.79,8.16,3.6676922152208333
378,378,EA0484,1,0,10233400.0,0.3,13.8,30.83,6.48,6.72,2064.0,3.31,0.077,5.8,11.01,11.73,0.7404316313068073
379,379,PA231F,0,1,10308100.0,0.35,10.8,24.8,9.56,7.92,1842.0,4.93,0.077,3.7,17.65,7.7,5.504933739212065
380,380,PA232F,0,1,10850000.0,0.32,17.2,31.49,11.59,7.6,1777.0,4.05,0.069,4.63,18.59,8.4,4.988976697460507
381,381,EA0490,1,0,10245500.0,0.29,12.9,29.3,6.65,6.2,1809.0,3.88,0.083,6.87,10.94,11.76,0.5134757903889872
